""	"tw"	"ira"	"e401"	"nifa"	"inc"	"hmort"	"hval"	"hequity"	"educ"	"male"	"twoearn"	"nohs"	"hs"	"smcol"	"col"	"age"	"fsize"	"marr"
"944"	2400	0	0	422	24792	0	0	0	13	0	0	0	0	1	0	29	2	0
"945"	-3465	0	0	1560	52110	0	0	0	16	1	0	0	0	0	1	39	1	0
"946"	849	0	0	849	20445	0	0	0	14	0	0	0	0	1	0	31	3	0
"947"	33100	0	0	4500	29100	135000	160000	25000	16	0	0	0	0	0	1	36	4	1
"948"	-14915	0	0	730	1200	0	0	0	17	0	0	0	0	0	1	44	1	0
"949"	28633	0	0	500	27840	95000	120000	25000	16	0	0	0	0	0	1	43	3	0
"950"	87908	0	0	400	24000	0	51000	51000	12	0	0	0	1	0	0	51	2	1
"951"	121000	0	0	26000	55557	40000	135000	95000	12	0	1	0	1	0	0	47	3	1
"952"	21	0	0	400	7869	0	0	0	11	1	0	1	0	0	0	28	1	0
"953"	41117	0	0	3000	43485	129000	165000	36000	16	1	0	0	0	0	1	28	1	0
"954"	-216	0	0	1784	11100	0	0	0	12	1	1	0	1	0	0	47	4	1
"955"	30649	0	0	3149	12915	32500	60000	27500	12	0	0	0	1	0	0	40	4	0
"956"	0	0	0	0	10200	0	0	0	9	1	0	1	0	0	0	25	1	0
"957"	0	0	0	0	18750	0	0	0	12	0	1	0	1	0	0	35	7	1
"958"	320	0	0	120	28572	0	0	0	12	1	0	0	1	0	0	28	1	0
"959"	402	0	0	670	15195	0	0	0	14	0	0	0	0	1	0	32	1	0
"960"	39600	6000	0	5500	31839	30000	65000	35000	18	0	1	0	0	0	1	34	2	1
"961"	88650	0	0	7150	48300	150000	210000	60000	14	0	0	0	0	1	0	33	4	1
"962"	42453	0	0	600	22149	43000	80000	37000	13	1	0	0	0	1	0	32	1	0
"963"	90290	0	0	80	9213	7000	97000	90000	7	0	0	1	0	0	0	62	1	0
"964"	96180	0	0	1180	26262	0	95000	95000	12	0	1	0	1	0	0	51	4	1
"965"	300	0	0	300	9846	0	0	0	6	0	0	1	0	0	0	62	7	0
"966"	0	0	0	0	10008	0	0	0	12	1	0	0	1	0	0	27	1	0
"967"	519	0	0	624	30498	0	0	0	13	0	0	0	0	1	0	50	1	0
"968"	18800	0	0	1800	27939	23000	40000	17000	7	0	0	1	0	0	0	52	7	0
"969"	39003	0	0	0	14352	20500	54000	33500	10	0	0	1	0	0	0	55	2	0
"970"	77300	0	0	1000	25200	22500	100000	77500	17	1	0	0	0	0	1	46	2	0
"971"	72150	0	0	2150	77235	50000	120000	70000	12	0	1	0	1	0	0	46	5	1
"972"	-275	0	0	0	13380	0	0	0	12	0	0	0	1	0	0	37	3	0
"973"	1300	0	0	1500	20568	0	0	0	18	0	0	0	0	0	1	29	1	0
"974"	7600	0	0	0	18900	21900	30000	8100	12	0	1	0	1	0	0	44	4	1
"975"	23900	0	0	100	34386	41200	50000	8800	12	0	1	0	1	0	0	36	4	1
"976"	18535	0	0	1435	58878	59000	77000	18000	12	0	1	0	1	0	0	33	6	1
"977"	-350	0	0	50	10800	0	0	0	11	0	0	1	0	0	0	29	3	0
"978"	0	0	0	0	12744	0	0	0	8	0	0	1	0	0	0	53	1	0
"979"	251250	40000	0	11500	120750	100000	300000	200000	18	0	1	0	0	0	1	40	5	1
"980"	86800	19500	0	22300	20019	30000	75000	45000	13	0	0	0	0	1	0	54	3	1
"981"	61700	8000	0	1500	38490	132800	186000	53200	13	0	0	0	0	1	0	32	4	1
"982"	0	0	0	0	7872	0	0	0	11	0	0	1	0	0	0	55	2	0
"983"	0	0	0	0	13560	0	0	0	12	0	0	0	1	0	0	33	2	0
"984"	15510	0	0	4010	60378	65000	78000	13000	14	0	1	0	0	1	0	30	2	1
"985"	0	0	0	0	19440	0	0	0	14	0	0	0	0	1	0	30	3	0
"986"	5453	0	0	0	7419	0	0	0	6	1	0	1	0	0	0	47	1	0
"987"	9225	2800	0	3500	8070	0	0	0	15	1	0	0	0	1	0	26	2	0
"988"	2632	0	0	332	10500	0	0	0	14	0	0	0	0	1	0	25	3	0
"989"	0	0	0	0	10800	0	0	0	4	1	0	1	0	0	0	37	7	1
"990"	11078	0	0	399	23046	0	0	0	14	1	0	0	0	1	0	43	1	0
"991"	8604	0	0	0	25500	70000	75000	5000	12	0	0	0	1	0	0	33	5	1
"992"	54543	0	0	800	23937	90000	140000	50000	14	0	0	0	0	1	0	38	3	0
"993"	254794	50000	0	794	36117	33000	250000	217000	12	0	1	0	1	0	0	55	2	1
"994"	147509	2160	0	71349	47760	116000	190000	74000	12	0	0	0	1	0	0	35	5	1
"995"	257642	11400	0	4100	31008	20000	130000	110000	14	0	1	0	0	1	0	54	2	1
"996"	5500	0	0	33000	72360	0	0	0	18	0	1	0	0	0	1	39	2	1
"997"	95500	0	0	15500	79536	150000	230000	80000	18	0	1	0	0	0	1	40	5	1
"998"	112409	4000	0	22559	26142	0	0	0	18	1	0	0	0	0	1	54	1	0
"999"	59072	0	0	0	8316	0	60000	60000	11	0	0	1	0	0	0	36	3	0
"1000"	42800	0	0	300	25215	0	45000	45000	12	0	1	0	1	0	0	35	2	1
"1001"	-4910	0	0	0	10890	0	0	0	12	0	0	0	1	0	0	64	1	0
"1002"	87100	5000	0	5700	21915	0	70000	70000	17	0	0	0	0	0	1	32	2	0
"1003"	339000	12000	0	17000	95592	150000	300000	150000	17	0	1	0	0	0	1	36	4	1
"1004"	0	0	0	0	1920	0	0	0	15	0	0	0	0	1	0	34	2	0
"1005"	3246	0	0	2746	41514	0	0	0	18	1	0	0	0	0	1	52	1	0
"1006"	7450	400	0	2900	21645	22600	26000	3400	12	1	0	0	1	0	0	40	2	0
"1007"	500	0	0	0	8700	0	0	0	3	1	0	1	0	0	0	36	1	1
"1008"	-107	0	0	150	21645	0	0	0	14	0	0	0	0	1	0	34	2	0
"1009"	2600	0	0	3000	21072	0	0	0	15	0	1	0	0	1	0	60	2	1
"1010"	73000	0	0	2000	26826	0	70000	70000	12	1	0	0	1	0	0	64	1	0
"1011"	2125	0	0	0	10902	0	0	0	15	0	0	0	0	1	0	40	4	0
"1012"	-30000	0	0	0	9402	16500	16500	0	12	0	0	0	1	0	0	26	2	1
"1013"	398	0	0	2100	20781	0	0	0	9	0	0	1	0	0	0	37	2	1
"1014"	84600	0	0	2100	36210	0	80000	80000	12	0	1	0	1	0	0	47	3	1
"1015"	1550	0	0	200	19350	0	0	0	12	0	0	0	1	0	0	34	3	0
"1016"	73464	0	0	72964	55314	0	0	0	14	1	0	0	0	1	0	59	1	0
"1017"	78652	0	0	2152	43962	39000	85000	46000	13	0	1	0	0	1	0	43	3	1
"1018"	-475	0	0	125	28200	0	0	0	10	0	1	1	0	0	0	26	4	1
"1019"	4742	0	0	1400	18516	0	0	0	18	1	0	0	0	0	1	29	1	0
"1020"	-1000	0	0	0	15600	0	0	0	5	0	0	1	0	0	0	36	5	1
"1021"	95350	0	0	140050	19770	10000	20000	10000	12	1	0	0	1	0	0	36	1	0
"1022"	37890	0	0	32648	17967	0	0	0	14	0	0	0	0	1	0	61	2	0
"1023"	-6000	0	0	0	14550	0	0	0	16	0	0	0	0	0	1	28	1	0
"1024"	40899	0	0	2499	45030	60000	95000	35000	16	0	0	0	0	0	1	36	5	1
"1025"	4742	0	0	0	9612	0	0	0	12	0	0	0	1	0	0	49	2	0
"1026"	41499	0	0	15499	93630	130000	150000	20000	18	0	1	0	0	0	1	38	4	1
"1027"	33750	0	0	1700	17817	18200	49000	30800	9	1	0	1	0	0	0	42	1	0
"1028"	43627	0	0	0	13182	0	46000	46000	12	0	0	0	1	0	0	32	4	1
"1029"	28400	0	0	1500	48000	45000	68000	23000	12	0	0	0	1	0	0	40	5	1
"1030"	-4550	0	0	300	28443	0	0	0	16	0	0	0	0	0	1	30	1	0
"1031"	-31000	0	0	1000	27174	68000	120000	52000	14	0	1	0	0	1	0	59	3	1
"1032"	83400	4000	0	80000	26400	0	0	0	12	0	1	0	1	0	0	52	3	1
"1033"	8050	0	0	50	28830	52000	60000	8000	12	0	1	0	1	0	0	44	3	1
"1034"	791	0	0	0	14280	6000	6666	666	12	1	0	0	1	0	0	31	1	0
"1035"	9500	0	0	2600	38601	55100	62000	6900	12	0	1	0	1	0	0	37	5	1
"1036"	0	0	0	0	10560	0	0	0	12	1	0	0	1	0	0	40	2	0
"1037"	30000	0	0	0	23457	0	30000	30000	9	0	1	1	0	0	0	61	3	1
"1038"	58918	0	0	61068	38241	0	0	0	14	0	0	0	0	1	0	40	1	0
"1039"	128100	6000	0	65000	47499	44000	75000	31000	18	0	0	0	0	0	1	39	1	0
"1040"	12789	0	0	1189	30198	30000	40000	10000	12	0	1	0	1	0	0	34	5	1
"1041"	1151	0	0	51	22818	32700	42000	9300	12	0	1	0	1	0	0	33	4	1
"1042"	99127	0	0	27	18678	150000	245000	95000	12	0	1	0	1	0	0	63	3	1
"1043"	0	0	0	0	4380	0	0	0	5	0	0	1	0	0	0	31	5	0
"1044"	69426	28635	0	5291	43605	11500	40000	28500	12	0	0	0	1	0	0	59	3	1
"1045"	-2000	0	0	0	7374	0	0	0	13	0	0	0	0	1	0	34	2	0
"1046"	-1	0	0	499	21630	0	0	0	11	0	0	1	0	0	0	35	5	0
"1047"	97565	18615	0	950	42759	70000	150000	80000	12	0	0	0	1	0	0	50	4	1
"1048"	635	0	0	835	31668	0	0	0	12	0	1	0	1	0	0	28	5	1
"1049"	-1200	0	0	0	11250	0	0	0	14	0	0	0	0	1	0	36	1	0
"1050"	92500	0	0	1000	38028	3500	72000	68500	9	0	0	1	0	0	0	64	2	1
"1051"	146850	6000	0	11200	40578	40000	140000	100000	16	0	0	0	0	0	1	50	2	1
"1052"	46172	2540	0	1707	38148	57000	98000	41000	12	0	1	0	1	0	0	30	4	1
"1053"	54100	0	0	1000	31338	42900	80000	37100	13	0	1	0	0	1	0	31	4	1
"1054"	1391	0	0	1000	17100	0	0	0	12	0	0	0	1	0	0	28	3	0
"1055"	24725	0	0	1300	36648	34500	60000	25500	11	0	1	1	0	0	0	51	3	1
"1056"	4825	1600	0	700	16335	0	0	0	14	0	0	0	0	1	0	49	2	0
"1057"	31596	1590	0	2850	104919	115000	150000	35000	17	1	0	0	0	0	1	64	2	1
"1058"	34147	0	0	27700	38085	143000	150000	7000	14	0	1	0	0	1	0	38	4	1
"1059"	101374	49000	0	2374	38283	0	54000	54000	12	0	0	0	1	0	0	59	3	1
"1060"	30425	0	0	1925	36435	24000	50000	26000	12	0	0	0	1	0	0	41	6	1
"1061"	350	0	0	1000	45360	0	0	0	18	0	0	0	0	0	1	28	1	0
"1062"	0	0	0	0	2310	0	0	0	12	0	0	0	1	0	0	36	1	0
"1063"	1748	0	0	1900	12576	0	0	0	12	1	1	0	1	0	0	48	2	1
"1064"	5636	0	0	382	25560	42750	42750	0	18	0	0	0	0	0	1	40	1	0
"1065"	51550	0	0	400	41292	0	58000	58000	12	0	1	0	1	0	0	31	4	1
"1066"	21236	0	0	236	27270	31500	50000	18500	12	0	1	0	1	0	0	25	3	1
"1067"	21700	2600	0	100	40392	63000	82000	19000	14	0	0	0	0	1	0	36	6	1
"1068"	15470	0	0	4500	24561	150000	161000	11000	12	0	0	0	1	0	0	57	3	1
"1069"	124250	0	0	111200	49200	45000	60000	15000	16	1	0	0	0	0	1	46	1	0
"1070"	-2050	0	0	75	26430	0	0	0	14	0	1	0	0	1	0	26	2	1
"1071"	7919	0	0	6215	58578	44650	44650	0	16	0	1	0	0	0	1	39	2	1
"1072"	18752	3900	0	3799	35370	0	0	0	12	1	0	0	1	0	0	59	1	0
"1073"	40000	0	0	35000	41376	0	0	0	16	0	0	0	0	0	1	31	3	1
"1074"	67644	4000	0	4417	33804	48973	109000	60027	12	0	0	0	1	0	0	32	5	1
"1075"	21200	0	0	23400	51123	0	0	0	12	0	1	0	1	0	0	39	2	1
"1076"	292	0	0	7100	34101	0	0	0	18	0	0	0	0	0	1	37	1	0
"1077"	79925	1000	0	61300	57630	70000	98000	28000	16	1	1	0	0	0	1	36	6	1
"1078"	-60	0	0	500	14430	0	0	0	12	0	0	0	1	0	0	40	4	1
"1079"	181372	14800	0	29855	29499	41183	92000	50817	13	0	0	0	0	1	0	59	3	1
"1080"	53900	0	0	1000	28620	0	50000	50000	12	1	0	0	1	0	0	41	4	1
"1081"	22849	600	0	20399	21090	0	0	0	13	0	0	0	0	1	0	49	1	0
"1082"	44690	0	0	940	40200	75000	125000	50000	12	0	1	0	1	0	0	43	5	1
"1083"	-5300	0	0	0	17988	42500	49700	7200	11	0	1	1	0	0	0	47	5	1
"1084"	0	0	0	0	12960	0	0	0	12	1	0	0	1	0	0	28	1	0
"1085"	36850	0	0	10100	20643	0	0	0	12	0	1	0	1	0	0	56	4	1
"1086"	-1100	0	0	0	35190	0	0	0	12	0	1	0	1	0	0	40	9	1
"1087"	-36	0	0	601	38886	63000	65000	2000	10	0	0	1	0	0	0	46	2	1
"1088"	87949	9300	0	78149	32628	0	0	0	16	1	0	0	0	0	1	52	1	0
"1089"	150374	3000	0	76499	45294	25000	55000	30000	12	0	0	0	1	0	0	57	3	1
"1090"	158700	0	0	300	12882	57000	220000	163000	12	0	0	0	1	0	0	53	2	0
"1091"	53932	0	0	32	60384	70000	125000	55000	12	0	1	0	1	0	0	42	4	1
"1092"	3575	0	0	6600	32580	0	0	0	12	1	0	0	1	0	0	25	1	0
"1093"	-59470	0	0	30	13500	0	0	0	9	1	0	1	0	0	0	42	1	0
"1094"	843	0	0	0	11700	0	0	0	10	1	0	1	0	0	0	33	1	0
"1095"	26450	0	0	6000	82200	50550	75000	24450	12	0	1	0	1	0	0	41	4	1
"1096"	5203	0	0	1953	27741	62000	62000	0	18	0	0	0	0	0	1	36	1	0
"1097"	60000	0	0	0	9747	0	60000	60000	3	0	0	1	0	0	0	43	6	1
"1098"	-3100	0	0	0	21216	0	0	0	10	0	1	1	0	0	0	43	7	1
"1099"	500	0	0	400	17040	0	0	0	12	0	0	0	1	0	0	32	4	1
"1100"	1325	0	0	325	33171	0	0	0	12	0	0	0	1	0	0	34	3	1
"1101"	33250	0	0	600	16590	0	0	0	15	0	0	0	0	1	0	28	1	0
"1102"	-61200	0	0	0	16200	80500	80500	0	12	0	1	0	1	0	0	46	5	1
"1103"	105200	0	0	1400	68244	50000	150000	100000	17	0	0	0	0	0	1	45	4	1
"1104"	114000	24000	0	28000	47520	50000	100000	50000	12	0	0	0	1	0	0	53	4	1
"1105"	33848	8500	0	248	28419	41000	65000	24000	12	0	1	0	1	0	0	52	3	1
"1106"	383915	0	0	182000	77316	100000	110000	10000	14	0	0	0	0	1	0	36	6	1
"1107"	4350	0	0	1000	28800	0	0	0	14	1	0	0	0	1	0	29	1	0
"1108"	150	0	0	250	4980	0	0	0	16	0	0	0	0	0	1	25	1	0
"1109"	50	0	0	50	6252	0	0	0	12	0	0	0	1	0	0	60	2	1
"1110"	0	0	0	0	6480	0	0	0	6	1	0	1	0	0	0	63	1	0
"1111"	37650	0	0	600	13200	0	35000	35000	12	0	0	0	1	0	0	52	4	0
"1112"	120715	0	0	26290	66000	120000	180000	60000	15	1	0	0	0	1	0	34	1	0
"1113"	45574	4027	0	3725	21450	0	40000	40000	12	0	0	0	1	0	0	46	3	0
"1114"	13600	500	0	100	14511	27000	40000	13000	12	0	0	0	1	0	0	43	5	0
"1115"	-1850	0	0	50	13377	0	0	0	12	1	0	0	1	0	0	25	1	0
"1116"	-1400	0	0	0	19620	0	0	0	14	0	0	0	0	1	0	54	1	0
"1117"	53680	0	0	4830	9876	24000	75000	51000	14	0	0	0	0	1	0	45	4	1
"1118"	254928	0	0	15149	36978	0	200000	200000	14	0	0	0	0	1	0	63	1	0
"1119"	99800	0	0	7000	56145	115000	210000	95000	14	0	1	0	0	1	0	49	5	1
"1120"	18545	14000	0	10645	35280	0	0	0	13	0	1	0	0	1	0	54	2	1
"1121"	13362	0	0	0	30600	0	0	0	15	1	0	0	0	1	0	50	3	0
"1122"	14494	4411	0	9283	18444	0	0	0	12	0	0	0	1	0	0	55	1	0
"1123"	500	0	0	0	19650	0	0	0	9	0	0	1	0	0	0	40	1	0
"1124"	35952	17000	0	3699	50154	68000	90000	22000	16	1	0	0	0	0	1	44	1	0
"1125"	79099	0	0	5099	21078	56000	99500	43500	15	1	0	0	0	1	0	37	1	1
"1126"	3650	0	0	2150	31995	0	0	0	15	0	1	0	0	1	0	37	5	1
"1127"	73200	18000	0	16000	45963	100000	140000	40000	13	1	0	0	0	1	0	36	3	1
"1128"	-3150	0	0	0	6315	0	0	0	10	0	1	1	0	0	0	32	6	1
"1129"	5650	0	0	50	12522	0	0	0	12	0	1	0	1	0	0	39	5	1
"1130"	60430	6000	0	2249	32649	40000	75000	35000	14	0	1	0	0	1	0	47	3	1
"1131"	311000	30000	0	81000	104802	150000	300000	150000	14	0	0	0	0	1	0	51	2	1
"1132"	41775	0	0	0	31968	0	40000	40000	18	1	0	0	0	0	1	45	1	0
"1133"	9231	0	0	4999	24942	0	0	0	13	1	0	0	0	1	0	26	4	0
"1134"	19500	0	0	3000	46080	52000	65000	13000	9	0	1	1	0	0	0	30	4	1
"1135"	122125	0	0	20	49284	0	125000	125000	14	0	1	0	0	1	0	28	4	1
"1136"	10593	0	0	0	15276	0	0	0	12	1	0	0	1	0	0	29	1	0
"1137"	17220	500	0	3600	30045	50000	70000	20000	12	0	1	0	1	0	0	52	4	1
"1138"	28395	0	0	45	13218	35000	60000	25000	10	0	0	1	0	0	0	62	2	0
"1139"	1400	0	0	1400	32106	0	0	0	13	0	1	0	0	1	0	27	4	1
"1140"	7138	3500	0	1488	23667	0	0	0	12	0	0	0	1	0	0	43	1	0
"1141"	85560	18000	0	67560	17169	0	0	0	18	0	1	0	0	0	1	49	6	1
"1142"	138300	0	0	3800	64821	92000	170000	78000	12	0	1	0	1	0	0	34	3	1
"1143"	600	0	0	1600	19392	0	0	0	16	1	0	0	0	0	1	43	1	0
"1144"	27900	0	0	100	36873	4200	37000	32800	12	0	1	0	1	0	0	29	2	1
"1145"	5305	400	0	1005	14640	4000	6000	2000	12	0	0	0	1	0	0	40	2	0
"1146"	13592	10248	0	2680	49845	42000	49900	7900	18	1	1	0	0	0	1	33	2	1
"1147"	347827	0	0	56200	31575	0	80000	80000	12	1	0	0	1	0	0	58	2	1
"1148"	16470	0	0	1170	44853	46000	58000	12000	16	1	1	0	0	0	1	31	4	1
"1149"	40000	0	0	0	945	0	40000	40000	8	0	0	1	0	0	0	52	2	0
"1150"	-4823	0	0	927	20103	0	0	0	16	0	1	0	0	0	1	35	5	1
"1151"	51200	15800	0	2700	59901	92300	130000	37700	15	0	1	0	0	1	0	27	2	1
"1152"	69600	0	0	300	39300	76000	80000	4000	13	0	0	0	0	1	0	42	5	1
"1153"	114319	13000	0	7400	20766	0	89000	89000	12	0	1	0	1	0	0	61	4	1
"1154"	94699	19200	0	6499	58923	90000	150000	60000	16	0	1	0	0	0	1	28	2	1
"1155"	-9090	0	0	800	31974	0	0	0	18	0	0	0	0	0	1	50	4	0
"1156"	80200	4400	0	18700	18810	102000	145000	43000	16	0	1	0	0	0	1	27	2	1
"1157"	93828	0	0	328	60594	30000	110000	80000	16	0	1	0	0	0	1	39	4	1
"1158"	86999	0	0	0	31158	18000	95000	77000	12	0	1	0	1	0	0	38	4	1
"1159"	6723	0	0	523	7437	0	5200	5200	12	0	0	0	1	0	0	60	2	0
"1160"	11750	0	0	0	14226	13000	25000	12000	8	0	0	1	0	0	0	49	3	1
"1161"	43679	0	0	1749	42480	67500	110000	42500	2	0	1	1	0	0	0	50	2	1
"1162"	184600	2700	0	24000	62385	124000	284000	160000	14	0	1	0	0	1	0	32	3	1
"1163"	-20975	0	0	100	13026	0	0	0	18	1	0	0	0	0	1	25	1	0
"1164"	6704	0	0	105	32316	0	0	0	12	0	0	0	1	0	0	36	5	1
"1165"	25600	0	0	1800	34680	31000	55000	24000	15	0	1	0	0	1	0	40	5	1
"1166"	18132	2308	0	13624	17877	0	0	0	16	0	0	0	0	0	1	35	1	0
"1167"	10345	0	0	60	27036	44115	55000	10885	12	0	0	0	1	0	0	31	4	1
"1168"	2000	0	0	2000	21210	0	0	0	16	1	0	0	0	0	1	36	1	0
"1169"	50815	0	0	5000	20490	52000	85000	33000	12	1	0	0	1	0	0	29	1	0
"1170"	76100	0	0	10000	18759	22000	85000	63000	12	0	0	0	1	0	0	61	1	0
"1171"	36418	2250	0	11763	23046	35000	60000	25000	14	0	0	0	0	1	0	39	1	0
"1172"	11100	0	0	11100	28440	0	0	0	13	1	0	0	0	1	0	29	1	0
"1173"	155000	0	0	15000	52590	0	140000	140000	16	0	1	0	0	0	1	58	2	1
"1174"	-3700	0	0	1400	16830	0	0	0	14	1	0	0	0	1	0	27	1	0
"1175"	186499	26000	0	5999	55110	15000	165000	150000	12	0	1	0	1	0	0	42	4	1
"1176"	75200	2200	0	11000	57600	0	40000	40000	8	0	0	1	0	0	0	47	2	1
"1177"	63848	18000	0	27048	50364	68000	88000	20000	12	1	1	0	1	0	0	40	4	1
"1178"	102428	0	0	3199	18600	4400	100000	95600	12	0	0	0	1	0	0	63	2	1
"1179"	-5600	0	0	400	20880	0	0	0	13	0	1	0	0	1	0	31	2	1
"1180"	-1225	0	0	900	32979	0	0	0	16	1	0	0	0	0	1	25	1	0
"1181"	1125	0	0	100	24225	0	0	0	14	0	0	0	0	1	0	42	2	0
"1182"	0	0	0	0	33228	0	0	0	12	0	1	0	1	0	0	62	2	1
"1183"	11350	0	0	350	28893	0	0	0	12	0	1	0	1	0	0	52	3	1
"1184"	29258	0	0	4258	40896	15000	40000	25000	10	0	1	1	0	0	0	40	5	1
"1185"	32649	0	0	49	24996	39900	70000	30100	10	0	1	1	0	0	0	60	4	1
"1186"	9780	0	0	1500	42600	49500	55000	5500	12	0	1	0	1	0	0	34	4	1
"1187"	72050	1700	0	650	38988	20000	90000	70000	12	0	1	0	1	0	0	53	4	1
"1188"	-3100	0	0	3500	57024	0	0	0	13	0	1	0	0	1	0	50	4	1
"1189"	6149	5000	0	1149	13098	0	0	0	14	1	0	0	0	1	0	41	1	0
"1190"	140823	5198	0	45250	45729	33000	120000	87000	12	0	1	0	1	0	0	49	4	1
"1191"	165635	4035	0	5000	38700	30000	183000	153000	16	0	0	0	0	0	1	49	4	1
"1192"	1295	0	0	160	49329	67000	70000	3000	16	0	1	0	0	0	1	32	2	1
"1193"	32792	0	0	1150	12051	0	0	0	18	0	0	0	0	0	1	30	1	0
"1194"	-14600	0	0	700	7530	0	0	0	18	0	0	0	0	0	1	32	1	0
"1195"	8986	0	0	525	40800	49000	49000	0	14	0	0	0	0	1	0	39	1	0
"1196"	11999	0	0	1499	41490	0	0	0	13	1	0	0	0	1	0	34	1	0
"1197"	8534	0	0	1600	10356	0	0	0	12	0	0	0	1	0	0	31	4	1
"1198"	5466	0	0	3800	41031	0	0	0	18	1	0	0	0	0	1	29	1	0
"1199"	4500	0	0	0	2700	5000	7500	2500	9	1	0	1	0	0	0	47	1	0
"1200"	0	0	0	0	8256	0	0	0	9	0	0	1	0	0	0	25	5	0
"1201"	7500	0	0	1300	25527	0	0	0	13	0	0	0	0	1	0	27	4	1
"1202"	2499	0	0	999	19251	0	0	0	12	0	0	0	1	0	0	36	3	1
"1203"	0	0	0	0	42777	0	0	0	7	0	1	1	0	0	0	39	2	1
"1204"	570	0	0	170	21609	0	0	0	16	0	1	0	0	0	1	32	5	1
"1205"	0	0	0	0	28053	0	0	0	9	0	0	1	0	0	0	48	6	1
"1206"	0	0	0	0	19170	0	0	0	14	0	1	0	0	1	0	28	4	1
"1207"	1500	0	0	1500	13566	0	0	0	12	0	0	0	1	0	0	39	2	0
"1208"	251000	0	0	8000	28554	50000	300000	250000	15	0	0	0	0	1	0	28	4	1
"1209"	5400	0	0	1225	24549	0	0	0	14	0	0	0	0	1	0	35	1	0
"1210"	1600	0	0	1100	18090	0	0	0	14	1	0	0	0	1	0	41	2	1
"1211"	30788	0	0	23850	34806	45000	49000	4000	13	1	0	0	0	1	0	33	3	0
"1212"	60	0	0	210	21582	0	0	0	16	0	0	0	0	0	1	28	1	0
"1213"	7600	0	0	400	15840	0	0	0	18	0	1	0	0	0	1	30	2	1
"1214"	6999	0	0	1499	31860	0	0	0	12	1	0	0	1	0	0	39	2	0
"1215"	3100	0	0	4000	28860	0	0	0	16	1	0	0	0	0	1	27	2	0
"1216"	22391	0	0	16	17883	44900	59000	14100	16	1	0	0	0	0	1	36	1	0
"1217"	21906	0	0	14400	50910	51000	60000	9000	12	0	1	0	1	0	0	35	4	1
"1218"	0	0	0	0	7146	0	0	0	10	0	0	1	0	0	0	32	2	0
"1219"	1500	0	0	2400	20310	0	0	0	16	0	0	0	0	0	1	30	1	0
"1220"	-648	0	0	2	5865	0	0	0	16	0	0	0	0	0	1	34	4	0
"1221"	482	0	0	532	13182	0	0	0	16	0	0	0	0	0	1	25	3	1
"1222"	189698	0	0	122998	109125	100000	175000	75000	18	0	1	0	0	0	1	44	4	1
"1223"	99000	0	0	0	4044	0	99000	99000	12	0	0	0	1	0	0	28	5	1
"1224"	3000	0	0	300	15330	0	0	0	13	0	0	0	0	1	0	26	1	0
"1225"	172800	0	0	50800	74040	60000	90000	30000	16	0	1	0	0	0	1	54	2	1
"1226"	-10000	0	0	1500	46050	0	0	0	14	0	1	0	0	1	0	27	2	1
"1227"	73700	0	0	30700	65373	103000	150000	47000	16	0	0	0	0	0	1	64	2	1
"1228"	80550	6500	0	70050	78519	80000	80000	0	17	0	1	0	0	0	1	33	2	1
"1229"	161645	0	0	1245	33843	0	0	0	14	1	1	0	0	1	0	25	3	1
"1230"	2900	0	0	0	12240	0	0	0	12	0	0	0	1	0	0	42	3	1
"1231"	-500	0	0	0	19380	0	0	0	12	1	0	0	1	0	0	25	1	0
"1232"	4400	0	0	500	32436	58000	63000	5000	12	0	1	0	1	0	0	27	4	1
"1233"	899	0	0	899	46746	0	0	0	12	0	1	0	1	0	0	51	3	1
"1234"	6295	0	0	595	15699	0	0	0	12	1	0	0	1	0	0	26	1	0
"1235"	111109	0	0	26459	88413	33000	111000	78000	12	0	1	0	1	0	0	47	3	1
"1236"	25896	0	0	2300	21891	50000	70000	20000	13	1	0	0	0	1	0	29	1	0
"1237"	18131	0	0	131	11604	0	18000	18000	18	0	1	0	0	0	1	39	3	1
"1238"	226999	0	0	23999	10860	55000	145000	90000	13	0	0	0	0	1	0	33	4	1
"1239"	-1300	0	0	0	8400	0	0	0	12	0	0	0	1	0	0	47	3	0
"1240"	-108	0	0	1758	12015	0	0	0	18	1	0	0	0	0	1	40	1	0
"1241"	43772	0	0	1299	21450	0	45000	45000	14	0	1	0	0	1	0	31	5	1
"1242"	78800	0	0	600	30489	15000	55000	40000	12	0	1	0	1	0	0	29	4	1
"1243"	176999	0	0	5999	69270	125000	300000	175000	18	0	1	0	0	0	1	38	4	1
"1244"	38720	8800	0	1700	41733	26580	55000	28420	12	0	1	0	1	0	0	35	5	1
"1245"	239600	29000	0	82600	96147	118000	120000	2000	13	0	0	0	0	1	0	56	3	1
"1246"	252000	0	0	600	28152	53000	300000	247000	12	0	1	0	1	0	0	45	3	1
"1247"	0	0	0	0	12240	0	0	0	12	1	0	0	1	0	0	40	1	0
"1248"	43262	0	0	9900	73458	0	0	0	18	0	0	0	0	0	1	30	1	0
"1249"	0	0	0	0	9384	0	0	0	12	1	0	0	1	0	0	38	1	0
"1250"	-39757	0	0	0	23004	0	0	0	12	0	0	0	1	0	0	30	1	0
"1251"	79325	0	0	2100	87708	106000	190000	84000	12	0	1	0	1	0	0	50	2	1
"1252"	226628	0	0	13749	15009	0	40000	40000	12	0	0	0	1	0	0	62	2	0
